Date,NTPC,Tata Power,Adani Power,Reliance,Power Grid,Delhi,Mumbai,Chennai,Kolkata,Hyderabad,avg_temp,CDD,heat_shock,NTPC_return,Tata Power_return,Adani Power_return,Reliance_return,Power Grid_return,NTPC_volatility,Tata Power_volatility,Adani Power_volatility,Reliance_volatility,Power Grid_volatility
2020-01-15,96.52376556396484,56.67899703979492,12.65999984741211,681.6990356445312,76.19392395019531,18.6,25.3,27.85,25.95,27.65,25.07,7.07,False,0.28339837077444585,1.1628024939956516,1.361089506879365,-0.3628931394382473,-0.5121484203352789,0.8407333656040217,1.1887713710606351,1.3965354006223551,1.2219608828612334,0.8950689999483408
2020-01-16,94.65331268310548,56.77206039428711,12.989999771118164,687.9843139648438,77.05684661865234,15.8,24.2,28.0,26.95,27.85,24.560000000000002,6.560000000000002,False,-1.9378159046435472,0.1641937214006184,2.606634499869376,0.9220019380502542,1.132534753061254,1.1830322686659058,1.120739781518725,1.5497094318417257,1.1296313783639844,0.8891054196243756
2020-01-17,94.4584732055664,57.283939361572266,12.920000076293944,707.2652587890625,77.42949676513672,17.85,24.45,27.45,27.75,27.9,25.080000000000002,7.080000000000002,False,-0.20584538672343555,0.9016388761128535,-0.5388737186882597,2.802526806621941,0.4836041998040663,1.1629195542675013,0.851658383909204,1.1856618434946657,1.4272157815186786,0.7834685401028327
2020-01-20,92.15936279296876,56.07404327392578,12.670000076293944,685.5015258789062,80.27326202392578,17.5,30.75,28.45,22.15,28.15,25.4,7.399999999999999,False,-2.4339906570310266,-2.112103499044826,-1.934984508697557,-3.0771669666652124,3.67271566727978,1.5193147129815479,1.3208954579052277,1.533583859576422,1.784554691970099,1.4317572255467275
2020-01-21,91.30207061767578,55.42256164550781,12.550000190734863,686.1950073242188,78.68467712402344,18.2,29.2,28.35,24.15,28.65,25.71,7.710000000000001,False,-0.9302279760970644,-1.1618238856710095,-0.9471182702169401,0.1011640994414087,-1.9789714032411698,1.4851480120271443,1.3062303987533428,1.628533645507674,1.7864242331525588,1.7494634985494701
2020-01-22,87.40526580810547,55.05028533935547,12.5,685.9488525390625,78.46894836425781,18.75,30.65,28.3,25.3,28.65,26.330000000000002,8.330000000000002,False,-4.268035525599467,-0.671705340026485,-0.39840788824669904,-0.03587242438795046,-0.27416870431531404,1.900888196805107,1.3069255939762192,1.5151325551871684,1.7854515424459778,1.7430124307610622
2020-01-23,88.45740509033203,55.98097610473633,12.670000076293944,683.0411376953125,79.21420288085938,17.8,31.75,28.25,24.65,28.45,26.179999999999996,8.179999999999996,False,1.2037481637965586,1.6906193303879435,1.3600006103515527,-0.42389674288206836,0.9497444940157029,1.849223984058889,1.3730817039952803,1.594888116518713,1.7557200008631588,1.7529852117803608
2020-01-24,89.43161010742188,56.958194732666016,12.710000038146973,680.670166015625,77.25296783447266,19.2,31.75,28.15,24.3,29.25,26.529999999999994,8.529999999999994,False,1.101326696272631,1.7456262750784823,0.31570609007234296,-0.3471198949579368,-2.4758628819840256,1.9787135335876185,1.469868926579279,1.5167678781909673,1.7552025373882525,2.0697504647445224
2020-01-27,88.18463134765625,56.49285125732422,12.9399995803833,673.9598388671875,75.70362854003906,19.95,27.95,28.35,24.5,30.85,26.32,8.32,False,-1.3943378166487275,-0.8169912644280464,1.8095951341150496,-0.9858412316962717,-2.0055401596393185,1.9493060094109682,1.5067660871055089,1.3101064773210136,1.7346669512909354,2.1752189012805907
2020-01-28,87.32732391357422,56.53939056396485,12.760000228881836,658.3919067382812,74.70337677001953,19.3,26.45,28.95,26.45,30.4,26.310000000000002,8.310000000000002,False,-0.9721732925346283,0.08238087758865031,-1.3910305822137703,-2.3099198544342503,-1.321273219407848,1.9192388361317012,1.4503214849618322,1.3998676197113296,1.2199782168033144,2.183125123922015
2020-01-29,88.22358703613281,56.67899703979492,12.8100004196167,662.0154418945312,75.46826171875,18.5,24.65,29.05,24.65,30.6,25.49,7.489999999999998,False,1.026326105498887,0.2469189611658873,0.391851017539091,0.5503614365798049,1.0238960831519428,1.9632378915477595,1.173601749956761,1.167784965440572,0.9328045691052854,1.446549384246428
2020-01-30,88.5743179321289,56.12057876586914,12.539999961853027,645.8660278320312,76.25274658203125,18.15,27.5,29.2,22.8,29.8,25.49,7.489999999999998,False,0.3975477622015555,-0.985229631945872,-2.107731841680538,-2.4394316265923033,1.0394897741315523,1.9905055648992163,1.141940955334487,1.409114672685026,1.1353509964018444,1.5090300293315921
2020-01-31,87.95081329345703,54.07305908203125,12.210000038146973,631.5060424804688,73.29129028320312,17.5,26.1,29.0,24.5,29.4,25.3,7.300000000000001,False,-0.7039338865128419,-3.648429379853668,-2.6315783469690768,-2.2233690475661705,-3.8837372180977714,1.0951555953518317,1.8491752867325706,1.7298792272025116,1.172447819088124,1.9853785297811
2020-02-03,85.92448425292969,51.094852447509766,11.800000190734863,619.8076782226562,73.4874038696289,18.75,27.0,28.6,23.85,29.3,25.499999999999996,7.4999999999999964,False,-2.3039343977028226,-5.507745788902774,-3.357902097716392,-1.8524548414236786,0.2675810258872202,1.2882518452936638,2.4874920326655734,1.8781090733772572,1.1452612017659478,1.8908915770732626
2020-02-04,87.28836059570312,52.49088668823242,12.09000015258789,638.1044921875,76.2331314086914,19.6,27.95,28.7,24.65,30.1,26.2,8.2,False,1.5872965134811734,2.7322404779558163,2.4576267556396303,2.9520147309744837,3.7363240425986266,1.3920017240088924,2.705202632813198,2.262548971314196,1.9985462810923826,2.477406835971444
2020-02-05,86.66488647460938,53.23543930053711,12.399999618530272,647.990966796875,74.27189636230469,19.0,29.25,29.0,25.4,29.2,26.369999999999997,8.369999999999997,False,-0.7142694820235218,1.4184416748890705,2.5640981143910446,1.5493504168075933,-2.572680683773032,1.3282274663732658,2.8746893449248754,2.414347458145815,2.200195439540005,2.55573077018931
2020-02-06,87.28836059570312,53.70078659057617,12.15999984741211,652.1513671875,75.66437530517578,17.5,27.2,28.95,26.35,30.75,26.15,8.149999999999999,False,0.7194079937742792,0.8741306470901433,-1.935482084689033,0.6420460475229373,1.8748396245040766,1.3267915512009154,2.9306282766091747,2.453207921330288,2.0840417130548707,2.6160532885721324
2020-02-07,90.09405517578124,53.97998809814453,12.170000076293944,641.3478393554688,74.68375396728516,18.3,26.7,29.0,24.05,29.35,25.48,7.48,False,3.2142825926968044,0.5199207037636766,0.08223872538914989,-1.6565982033623694,-1.296014582735272,1.7865873738934521,2.9470332801109733,2.4337997082922,2.132564761917292,2.6429031294586123
2020-02-10,88.45740509033203,53.00276184082031,11.979999542236328,642.22021484375,73.19322204589844,20.05,31.8,29.15,25.35,24.95,26.259999999999998,8.259999999999998,False,-1.8166016417575648,-1.8103491529999238,-1.5612204837017196,0.13602220741211202,-1.9957913765819013,1.9571443777257411,2.978696559803085,2.389633733908339,1.94231671014331,2.6699780580021724
2020-02-11,91.06825256347656,53.65424728393555,12.029999732971191,649.8922729492188,74.33073425292969,20.6,33.2,28.95,26.05,26.1,26.98,8.98,False,2.9515307061950935,1.2291537657448837,0.41736387850921375,1.1946148576676752,1.5541223288652706,2.2101326800870904,2.7565883079086473,2.2360882568567435,1.7268820084385668,2.3055063534650837
2020-02-12,91.029296875,52.118614196777344,12.09000015258789,657.7433471679688,74.27189636230469,23.8,34.55,29.15,26.55,26.9,28.189999999999998,10.189999999999998,False,-0.042776365396279825,-2.8620904493016353,0.49875661636344937,1.2080577882733978,-0.07915688068517168,1.867319978445842,1.9519397453450424,1.747288678555496,1.4136095000434525,2.308138659765108
2020-02-13,89.74335479736328,51.46712875366211,12.020000457763672,659.465576171875,74.74259948730469,26.55,34.1,29.7,26.85,29.35,29.310000000000002,11.310000000000002,False,-1.4126683625850234,-1.2500053064640304,-0.5789883700641263,0.2618390609835375,0.6337567075221484,2.006981824885242,1.6873704233472628,1.4991892881549949,1.0755922123982333,1.7375435214470285
2020-02-14,87.83391571044922,50.07109451293945,11.920000076293944,665.482421875,72.21261596679688,23.95,33.05,30.55,29.4,29.85,29.359999999999996,11.359999999999996,False,-2.1276662670183133,-2.712477409424796,-0.8319498973491157,0.9123820742929611,-3.3849284582850747,2.201132774668052,1.7210098913812324,0.9537094787618522,0.9935110324013093,1.9331598694087826
2020-02-17,85.96344757080078,48.16318130493164,11.510000228881836,661.2997436523438,72.0164794921875,25.45,33.65,29.05,29.55,30.7,29.679999999999996,11.679999999999996,False,-2.1295511244364573,-3.8104084333821953,-3.4395960133213443,-0.6285182125279176,-0.2716097069514256,2.3500719865689437,1.8414238376161434,1.3867771356794927,1.0531012599042748,1.6669116935334176
2020-02-18,85.41789245605469,47.97705078125,11.350000381469728,656.4458618164062,72.56563568115234,25.4,34.3,29.05,29.35,30.3,29.68,11.68,False,-0.6346361507857945,-0.38645811725601664,-1.3900942157292318,-0.7339911866787729,0.7625423970140321,1.8070461822391382,1.6998412879186322,1.3464514225574198,0.8114377853565933,1.7231015159372778
2020-02-19,87.32732391357422,47.7909049987793,11.6899995803833,672.7294921875,73.54623413085938,25.15,31.85,28.95,30.7,30.55,29.440000000000005,11.440000000000005,False,2.2353998707026035,-0.3879892145088881,2.995587554945489,2.480574761494636,1.351326203515546,2.040358307426237,1.762389320434879,1.9753568353323652,1.1347238730695535,1.6691565663217096
2020-02-20,86.7817611694336,48.02357864379883,11.529999732971191,664.744384765625,74.232666015625,26.3,30.75,29.45,30.2,30.05,29.35,11.350000000000001,False,-0.6247331530284339,0.4868575831017852,-1.3686899328944513,-1.1869715115224055,0.9333338312662809,1.5079999817795506,1.5876877000463907,1.9776738880215325,1.2969070532843643,1.5925693773513547
2020-02-24,85.4958267211914,48.256256103515625,11.210000038146973,646.40283203125,72.9970932006836,23.5,31.2,29.8,27.4,31.4,28.660000000000004,10.660000000000004,False,-1.481802663271048,0.4845067075126108,-2.7753660211209508,-2.7591888182465607,-1.6644597065681777,1.5052683630310357,1.6335840581365537,2.0631788766933927,1.6642965205459839,1.7126006011956925
2020-02-25,85.80757141113281,48.11664962768555,11.210000038146973,633.6309814453125,73.0167007446289,24.35,34.3,30.15,22.4,30.95,28.429999999999996,10.429999999999996,False,0.36463147020968645,-0.2893023352880997,0.0,-1.9758345652359455,0.026860718811638762,1.5501109450183164,1.6573280159625976,2.0968018692764203,1.7645569855970786,1.6763094621888381
2020-02-26,85.02821350097656,45.92952728271485,10.890000343322754,622.7155151367188,72.8990249633789,24.95,34.55,30.0,26.5,29.55,29.110000000000003,11.110000000000003,False,-0.9082624031183539,-4.545458509464173,-2.8545913803325496,-1.7226850687912298,-0.1611628299415524,1.4162751888388025,2.075235959108241,2.210431136321817,1.6780632257895172,1.001103080862166
2020-02-27,84.98925018310547,45.88298797607422,10.5600004196167,620.143310546875,73.1343765258789,25.4,35.55,29.95,26.95,29.85,29.54,11.54,False,-0.04582398743523397,-0.10132764126694616,-3.030302234181248,-0.41306255060611363,0.3228459675808093,1.2093002449157944,1.747297127192641,2.147747868547705,1.686520154016176,0.9855041107642528
2020-02-28,83.04084014892578,43.46320343017578,9.460000038146973,594.3756103515625,71.19276428222656,25.55,32.15,29.7,27.9,30.15,29.090000000000003,11.090000000000003,False,-2.2925370326034478,-5.2738164026288725,-10.416669865148108,-4.155120237060883,-2.654855809108181,1.455790142721439,2.447857090381458,4.100557524295327,2.079720534986823,1.4236062809207481
2020-03-02,80.97554016113281,40.76420211791992,9.40999984741211,588.7837524414062,71.97725677490234,25.4,29.05,29.45,31.2,29.9,29.0,11.0,False,-2.487089465965242,-6.209853621562522,-0.5285432403090873,-0.940795317433829,1.1019272823370674,1.0804178826894373,2.986332353722681,3.484458109195298,1.258131615994645,1.3788676831706765
2020-03-03,84.87235260009766,41.32261276245117,9.779999732971191,600.7280883789062,75.1937026977539,26.0,28.45,30.95,30.45,30.9,29.35,11.350000000000001,False,4.812332750372028,1.3698554504168126,3.9319860952052865,2.028645642474425,4.468697567775459,2.4887062238455426,3.1340754979818737,4.362471348243674,1.9498545283658155,2.2670444588882175
2020-03-04,84.13194274902344,41.64835739135742,9.529999732971191,599.3189086914062,77.2922134399414,24.9,28.05,30.9,29.85,33.0,29.339999999999996,11.339999999999996,False,-0.8723804965827808,0.7882963034763435,-2.5562372886082874,-0.23457862463244217,2.7908064996115423,2.4504815155049844,3.177323002265499,4.358766251540425,1.8934737802756014,2.2798630516003953
2020-03-05,84.05400848388672,41.183013916015625,9.350000381469728,586.547119140625,76.86073303222656,24.45,28.15,30.45,30.65,31.6,29.059999999999995,11.059999999999995,False,-0.09263338345723016,-1.1173153144290904,-1.8887655461176434,-2.131050658599787,-0.5582456349889853,2.4388590582290637,3.1162237088691085,4.256582325938739,1.9068605924123003,2.3250150201850337
2020-03-06,81.94973754882812,40.066184997558594,8.819999694824219,568.5857543945312,74.76219940185547,21.3,28.35,29.95,28.15,31.7,27.889999999999997,9.889999999999997,False,-2.503474816982687,-2.7118678607024216,-5.668456310396419,-3.0622202649992936,-2.730306552620587,2.5789967837953003,2.954743018388663,4.427552789200695,2.0442281055500944,2.6713794378178415
2020-03-09,80.19618225097656,36.99490737915039,8.149999618530273,498.41845703125,70.9770278930664,23.55,28.45,30.35,29.7,30.25,28.46,10.46,False,-2.1397936714644628,-7.6655105011753655,-7.596373009934654,-12.340671010655225,-5.062948306862037,2.63864268590963,3.519235692566746,4.776093693802204,4.591889338938775,3.376898087526394
2020-03-11,80.31309509277344,35.27313232421875,8.239999771118164,516.044189453125,71.15354919433594,23.85,28.0,30.15,32.45,31.5,29.189999999999998,11.189999999999998,False,0.14578355043259883,-4.654086675459556,1.1042964024594815,3.536332207049453,0.24870201882145615,2.5682384352738254,3.459026359896557,3.9157392864288956,5.149271087779654,3.225524687719538
2020-03-12,73.53266143798828,37.553321838378906,6.059999942779541,475.5363159179688,65.15217590332031,25.65,27.2,31.0,32.6,31.45,29.579999999999995,11.579999999999995,False,-8.442500749040683,6.464380574998052,-26.456309331217355,-7.849690852654345,-8.434397663881189,3.9635928277675343,4.568319669125642,9.98181036806237,5.583562174405726,4.473289675188472
2020-03-13,76.4162826538086,39.22856521606445,6.190000057220459,494.4593505859375,65.85820007324219,24.65,28.55,30.7,34.0,32.6,30.1,12.100000000000001,False,3.921551538362489,4.460972546970465,2.145216430171959,3.9793037954293675,1.083654014824531,3.7428355543609406,4.97532315511403,9.717068980052714,5.907751413460416,3.8870955460646637
2020-03-16,70.76592254638672,37.64638900756836,5.690000057220459,454.3765563964844,64.23554992675781,23.9,35.65,31.2,32.0,32.1,30.97,12.969999999999999,False,-7.394183426875001,-4.033224768180355,-8.077544351825395,-8.106388147368381,-2.463854379074726,4.345239832582287,5.07834927672707,9.629289748009958,6.130540641824127,3.3162123882106576
2020-03-17,68.66163635253906,36.25035858154297,5.369999885559082,450.9319152832031,65.88262176513672,25.6,34.05,31.35,32.05,33.4,31.29,13.29,False,-2.9735868877683425,-3.7082717966515633,-5.623904542062441,-0.758102737649935,2.564112614053937,4.229827302805499,5.15475855229598,9.423812039221483,6.210934231372184,3.8043405693234917
2020-03-18,62.77748107910156,32.667198181152344,5.630000114440918,433.2615051269531,58.623321533203125,27.1,32.9,31.5,33.85,33.45,31.76,13.760000000000002,False,-8.569785962026389,-9.884482638511072,4.8417175870156814,-3.9186426059801716,-11.018535749551816,4.755076806036023,6.029773001411402,10.48049588920841,6.208975143147769,5.09807880502609
2020-03-19,61.06288528442383,31.829587936401367,5.400000095367432,410.5359497070313,59.843360900878906,27.35,31.35,32.25,33.65,32.8,31.479999999999997,13.479999999999997,False,-2.7312274484496912,-2.564071274512436,-4.085257804587561,-5.245228378473832,2.081150190346648,4.729243330831795,5.62684898396878,10.4567118896135,5.01574594704111,5.392369892195965
2020-03-20,63.323028564453125,34.15630340576172,5.809999942779541,455.3830871582031,63.95085906982422,28.95,29.35,31.55,32.95,33.0,31.160000000000004,13.160000000000004,False,3.7013371862495648,7.3099138889556325,7.592589632800961,10.924046355301131,6.863749139605879,5.362282406089155,6.440407479326045,11.3540668599484,6.937067387344312,6.395168719933594
2020-03-23,59.54314041137695,30.619686126708984,5.130000114440918,395.4825134277344,62.22246551513672,29.15,32.9,31.3,31.4,31.75,31.3,13.3,False,-5.969215684668061,-10.354215551487789,-11.703955852593461,-13.153886347487232,-2.702690127743812,5.0315300047080465,6.639427647291067,7.123615504506229,7.952916650569219,5.658781169189375
2020-03-24,60.43940353393555,32.015716552734375,5.590000152587891,422.032958984375,59.90437316894531,30.15,32.45,31.15,32.25,32.5,31.7,13.7,False,1.5052332080008002,4.559257793330729,8.966862142011944,6.713430974867141,-3.7254909894682497,4.5484956376634855,6.6571309774295,8.192401408525521,8.370358525800837,5.724154882261046
2020-03-25,62.11503219604492,32.57413482666016,5.710000038146973,484.1478576660156,61.10409927368164,30.3,31.95,31.35,33.0,32.6,31.839999999999996,13.839999999999996,False,2.772410983785667,1.7442004554419244,2.1466884129426766,14.718020798925412,2.002735428601854,4.610441478573497,6.815890243652871,7.645823853772651,9.875820961259384,5.808152464688569
2020-03-26,62.46795654296875,32.76026916503906,6.019999980926514,476.9678955078125,64.39822387695312,29.65,31.85,31.6,36.45,32.95,32.5,14.5,False,0.5681786428282765,0.5714175967201918,5.429070765473121,-1.4830102094877229,5.391004273735045,4.6482399538926025,6.812583026705532,7.353050840247223,9.905070526183184,6.149968245629764
2020-03-27,65.09529876708984,31.59691047668457,5.519999980926514,476.699462890625,65.06925964355469,25.2,33.15,31.75,37.95,34.35,32.480000000000004,14.480000000000004,False,4.205903905811081,-3.55112677033802,-8.305647866846789,-0.05627896965721968,1.042009742199923,3.7060588374680608,5.82007337831159,8.111623166377264,9.675901296774981,3.8654250801451995
2020-03-30,64.11492156982422,30.06127166748047,5.360000133514404,460.9749450683594,63.30018997192383,28.8,33.05,31.45,36.85,34.35,32.9,14.899999999999999,False,-1.5060645174598597,-4.860091654648491,-2.8985479703797723,-3.2986229367481967,-2.718748732230414,3.5492915169185477,6.028180021621179,8.02379760048049,9.466251554417092,4.172097707323643
2020-03-31,66.03641510009766,30.57314682006836,5.550000190734863,498.239501953125,64.70323944091797,30.1,32.1,32.0,37.4,34.9,33.3,15.299999999999997,False,2.996952165309663,1.7027727843650142,3.5447770986505756,8.083857329651511,2.2165011978896976,3.4606824057710557,5.09359909641718,7.530874530346544,9.07539697561761,3.349732250295683
2020-04-01,63.5267333984375,29.363252639770508,5.360000133514404,483.3426513671875,62.87316131591797,31.1,32.05,32.7,38.55,33.9,33.66,15.659999999999997,False,-3.800451156920004,-3.9573753641338305,-3.423424336771086,-2.989897534727992,-2.828418083566109,2.803688116859511,3.5798927869719845,5.942781178548151,6.854067031552221,3.3682702818237034
2020-04-03,62.38951110839844,28.06028938293457,5.349999904632568,482.0006408691406,63.52384567260742,29.35,32.4,32.35,36.85,34.85,33.16,15.159999999999997,False,-1.7901475948817414,-4.437394156637686,-0.1865714297152321,-0.27765199165661336,1.0349159213101533,2.969274330595369,3.0135828687268353,4.722984972455305,6.748010969490073,2.8910631241652855
2020-04-07,63.95807266235352,31.31770133972168,5.760000228881836,539.5526733398438,64.25587463378906,32.8,30.9,32.4,39.5,34.95,34.11,16.11,False,2.5141430443809565,11.608618543927673,7.6635575992113125,11.940239823525056,1.152368773380652,2.937657937672524,5.892757501513458,5.618948691142233,5.912199869760845,2.8535055395219726
2020-04-08,66.82069396972656,33.17908477783203,5.789999961853027,533.31201171875,64.39822387695312,31.5,31.1,33.15,38.3,35.6,33.93,15.93,False,4.475777940472581,5.943550639042194,0.5208286767206527,-1.1566362154159848,0.2215349864511884,3.310276771830865,6.373261394106707,5.153432573297935,5.884110034334227,1.9931643655639528
2020-04-09,68.31084442138672,33.97017288208008,6.079999923706055,545.7483520507812,66.87896728515625,31.45,31.3,32.05,37.65,34.3,33.35,15.350000000000001,False,2.230073294861734,2.384297546316283,5.008634952740421,2.3319070372991524,3.852192279313682,3.0680996234675155,6.158995634210422,4.12030003237925,5.8309677100195625,2.461882230622315
2020-04-13,69.52647399902344,33.4117546081543,5.929999828338623,531.969970703125,65.04891204833984,36.95,33.15,32.3,36.6,35.9,34.980000000000004,16.980000000000004,False,1.779555776148678,-1.6438487842384775,-2.467106862659285,-2.524676674859516,-2.736368863193539,2.916309181838685,5.737286496831808,4.046783282347867,5.717995179735735,2.465630837089351
2020-04-15,70.50682067871094,32.620662689208984,5.860000133514404,514.3888549804688,64.88623809814453,37.55,34.45,32.4,35.35,36.05,35.160000000000004,17.160000000000004,False,1.4100336509244915,-2.367705402553877,-1.1804333364345165,-3.3049075494653635,-0.2500794326497302,2.813276575879083,5.934781821095315,4.047419524713886,5.375114638049439,2.3384195470788356
2020-04-16,74.58507537841797,32.29492950439453,5.96999979019165,522.53076171875,66.45195770263672,37.75,32.3,32.8,34.95,35.4,34.64,16.64,False,5.784198834168164,-0.9985486435939439,1.8771272042834575,1.582831093529502,2.4130226229542417,2.4049753010910124,5.613222498004654,3.5844746931466647,5.1426307363751995,2.0832333182535057
2020-04-17,74.89879608154297,32.015716552734375,6.179999828338623,547.5601806640625,68.22101593017578,34.65,32.1,33.15,36.4,35.65,34.39,16.39,False,0.42062128587159187,-0.8645721044913901,3.517588702297614,4.790037406215797,2.662161189374368,1.853653579841918,5.1247086561805775,3.5491268507630385,5.251021050139867,2.1997207624588997
2020-04-20,77.5653305053711,31.224634170532227,6.949999809265137,556.4177856445312,67.3060073852539,33.85,36.7,33.0,33.15,36.25,34.59,16.590000000000003,False,3.5601832917648624,-2.470918871670813,12.45954696302174,1.6176495832342264,-1.3412414524263117,1.8819583540445188,3.08677059098168,4.972085080185202,2.902543982002295,2.3744062398654675
2020-04-21,76.31050109863281,30.200876235961918,6.380000114440918,553.5324096679688,66.14695739746094,32.2,33.4,32.8,33.75,35.9,33.61,15.61,False,-1.6177709790734296,-3.278686722089652,-8.201434682981501,-0.5185628588813329,-1.7220602332844726,2.3366581997472387,1.8437370756246607,6.5017669602874655,2.8522883975365434,2.5456131669424815
2020-04-22,76.54578399658203,30.154340744018555,6.480000019073486,610.0106201171875,65.96393585205078,34.05,32.3,33.35,28.35,35.4,32.69,14.689999999999998,False,0.30832309388861834,-0.15408656219036976,1.5673965962198277,10.203234618745572,-0.2766892879296434,2.408432119590217,1.0888265670590933,6.326471208864112,4.6492370586159115,2.0443967655347617
2020-04-23,74.66350555419922,30.43354797363281,6.489999771118164,613.2764282226562,64.25587463378906,35.5,33.0,33.45,30.7,37.55,34.04,16.04,False,-2.459023010943173,0.9259271558428539,0.1543171607290672,0.5353690571553216,-2.589386452155762,2.8641250139151557,1.4704252265092626,6.156692213100283,4.318772267758711,2.014283025153863
2020-04-24,73.2518081665039,28.89790725708008,6.130000114440918,633.8992919921875,64.72356414794922,35.4,33.1,33.55,28.4,35.3,33.15,15.149999999999999,False,-1.8907461914851376,-5.045881334253844,-5.546990283101683,3.362735435519437,0.7278548721430411,3.0614411984721306,2.031287773776786,6.6683211969511635,3.5951216530851755,2.040554341445477
2020-04-27,72.42830657958984,28.89790725708008,6.170000076293945,639.6030883789062,64.90657806396484,30.4,32.05,32.9,29.5,35.0,31.97,13.969999999999999,False,-1.124206497459035,0.0,0.6525279136422313,0.8997953553147475,0.282762419568372,2.05456941150312,2.121655328479759,6.652392712034455,3.6514180334838544,1.756666637656815
2020-04-28,70.85974884033203,28.572172164916992,6.03000020980835,638.887451171875,63.93051528930664,32.25,33.5,32.75,28.0,34.6,32.22,14.219999999999999,False,-2.1656694921261987,-1.1271926692313805,-2.269041568143504,-0.11188770348889987,-1.5037963851619152,2.114009217481278,2.10969042525005,6.5970659460564445,3.7168611104661133,1.191936984282578
2020-04-29,70.7420883178711,28.94444465637207,6.25,638.3504638671875,64.27619934082031,34.65,33.35,34.2,29.9,33.3,33.08,15.079999999999998,False,-0.16604704982240426,1.302919810598735,3.6484209375946763,-0.08405037596255216,0.5407183876890986,1.0365086061927873,2.3196855876697766,4.185841679056412,3.821876888032243,1.2887454840986559
2020-04-30,74.5458755493164,29.502857208251957,6.329999923706055,655.8197021484375,65.90293884277344,36.1,32.5,33.05,29.75,35.8,33.44,15.439999999999998,False,5.376978997783399,1.9292564031175852,1.2799987792968759,2.736621851172427,2.5308582626789144,2.707025561339484,2.3223580054462305,2.9926496541596137,3.6528431727358184,1.6501720755395142
2020-05-04,71.72245025634766,28.01375389099121,5.96999979019165,642.0411376953125,64.6828842163086,32.9,32.5,33.5,31.8,37.2,33.580000000000005,15.580000000000005,False,-3.7875003441349198,-5.047318999477257,-5.687205969248,-2.1009683618816277,-1.8512901668551796,2.9816138306310287,2.925712126499461,3.536494039314937,1.8442725330737866,1.7891109429801344
